timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591409144059,4,/user/cart,200,OK,Thread Group 1-1,text,true,,192,204,1,1,http://localhost:4444/user/cart,4,0,0
1591409144259,4,/user/cart,200,OK,Thread Group 1-2,text,true,,192,204,1,1,http://localhost:4444/user/cart,4,0,0
1591409144456,6,/user/cart,200,OK,Thread Group 1-3,text,true,,294,204,1,1,http://localhost:4444/user/cart,6,0,0
1591409144669,4,/user/cart,200,OK,Thread Group 1-4,text,true,,192,204,1,1,http://localhost:4444/user/cart,4,0,0
1591409144864,6,/user/cart,200,OK,Thread Group 1-5,text,true,,294,204,1,1,http://localhost:4444/user/cart,6,0,0
